category,report_type,stock_symbol,year,month,value_type
Investments,balance-sheet,UPL,2019,3,708.0
Investments,balance-sheet,UPL,2020,3,558.0
Investments,balance-sheet,UPL,2021,3,618.0
Investments,balance-sheet,UPL,2022,3,1922.0
Investments,balance-sheet,UPL,2023,3,1615.0
Investments,balance-sheet,UPL,2024,3,2154.0
Other Assets_balance-sheet,balance-sheet,UPL,2013,3,7444.0
Other Assets_balance-sheet,balance-sheet,UPL,2014,3,7973.0
Other Assets_balance-sheet,balance-sheet,UPL,2015,3,8906.0
Other Assets_balance-sheet,balance-sheet,UPL,2016,3,12188.0
Other Assets_balance-sheet,balance-sheet,UPL,2017,3,14971.0
Other Assets_balance-sheet,balance-sheet,UPL,2018,3,16165.0
Other Assets_balance-sheet,balance-sheet,UPL,2019,3,27723.0
Other Assets_balance-sheet,balance-sheet,UPL,2020,3,30476.0
Other Assets_balance-sheet,balance-sheet,UPL,2021,3,31265.0
Other Assets_balance-sheet,balance-sheet,UPL,2022,3,39987.0
Other Assets_balance-sheet,balance-sheet,UPL,2023,3,42969.0
Other Assets_balance-sheet,balance-sheet,UPL,2024,3,40965.0
Total Assets,balance-sheet,UPL,2013,3,12336.0
Total Assets,balance-sheet,UPL,2014,3,12759.0
Total Assets,balance-sheet,UPL,2015,3,14284.0
Total Assets,balance-sheet,UPL,2016,3,16869.0
Total Assets,balance-sheet,UPL,2017,3,20212.0
Total Assets,balance-sheet,UPL,2018,3,22955.0
Total Assets,balance-sheet,UPL,2019,3,62435.0
Total Assets,balance-sheet,UPL,2020,3,68428.0
Total Assets,balance-sheet,UPL,2021,3,68765.0
Total Assets,balance-sheet,UPL,2022,3,80603.0
Total Assets,balance-sheet,UPL,2023,3,86115.0
Total Assets,balance-sheet,UPL,2024,3,85140.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2013,3,1699.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2014,3,1441.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2015,3,1409.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2016,3,1396.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2017,3,2585.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2018,3,2839.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2019,3,2356.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2020,3,8739.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2021,3,7212.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2022,3,6496.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2023,3,7751.0
Cash from Operating Activity_cash-flow,cash-flow,UPL,2024,3,1822.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2013,3,-765.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2014,3,-427.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2015,3,-463.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2016,3,-1734.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2017,3,-1022.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2018,3,-2059.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2019,3,-31282.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2020,3,-2666.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2021,3,-2426.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2022,3,-3575.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2023,3,-1354.0
Cash from Investing Activity_cash-flow,cash-flow,UPL,2024,3,-2010.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2013,3,-72.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2014,3,-1680.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2015,3,-991.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2016,3,469.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2017,3,140.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2018,3,-801.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2019,3,28893.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2020,3,-2175.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2021,3,-6713.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2022,3,-1921.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2023,3,-6227.0
Cash from Financing Activity_cash-flow,cash-flow,UPL,2024,3,164.0
Net Cash Flow,cash-flow,UPL,2013,3,862.0
Net Cash Flow,cash-flow,UPL,2014,3,-667.0
Net Cash Flow,cash-flow,UPL,2015,3,-45.0
Net Cash Flow,cash-flow,UPL,2016,3,131.0
Net Cash Flow,cash-flow,UPL,2017,3,1703.0
Net Cash Flow,cash-flow,UPL,2018,3,-21.0
Net Cash Flow,cash-flow,UPL,2019,3,-33.0
Net Cash Flow,cash-flow,UPL,2020,3,3898.0
Net Cash Flow,cash-flow,UPL,2021,3,-1927.0
Net Cash Flow,cash-flow,UPL,2022,3,1000.0
Net Cash Flow,cash-flow,UPL,2023,3,170.0
Net Cash Flow,cash-flow,UPL,2024,3,-24.0
Sales_quarters,quarters,UPL,2021,6,8515.0
Sales_quarters,quarters,UPL,2021,9,10567.0
Sales_quarters,quarters,UPL,2021,12,11297.0
Sales_quarters,quarters,UPL,2022,3,15861.0
Sales_quarters,quarters,UPL,2022,6,10821.0
Sales_quarters,quarters,UPL,2022,9,12507.0
Sales_quarters,quarters,UPL,2022,12,13679.0
Sales_quarters,quarters,UPL,2023,3,16569.0
Sales_quarters,quarters,UPL,2023,6,8963.0
Sales_quarters,quarters,UPL,2023,9,10170.0
Sales_quarters,quarters,UPL,2023,12,9887.0
Sales_quarters,quarters,UPL,2024,3,14078.0
Sales_quarters,quarters,UPL,2024,6,9067.0
Expenses_quarters,quarters,UPL,2021,6,6745.0
Expenses_quarters,quarters,UPL,2021,9,8636.0
Expenses_quarters,quarters,UPL,2021,12,8853.0
Expenses_quarters,quarters,UPL,2022,3,12481.0
Expenses_quarters,quarters,UPL,2022,6,8675.0
Expenses_quarters,quarters,UPL,2022,9,10090.0
Expenses_quarters,quarters,UPL,2022,12,10795.0
Expenses_quarters,quarters,UPL,2023,3,13847.0
Expenses_quarters,quarters,UPL,2023,6,7747.0
Expenses_quarters,quarters,UPL,2023,9,9049.0
Expenses_quarters,quarters,UPL,2023,12,9820.0
Expenses_quarters,quarters,UPL,2024,3,12230.0
Expenses_quarters,quarters,UPL,2024,6,7998.0
Operating Profit,quarters,UPL,2021,6,1770.0
Operating Profit,quarters,UPL,2021,9,1931.0
Operating Profit,quarters,UPL,2021,12,2444.0
Operating Profit,quarters,UPL,2022,3,3380.0
Operating Profit,quarters,UPL,2022,6,2146.0
Operating Profit,quarters,UPL,2022,9,2417.0
Operating Profit,quarters,UPL,2022,12,2884.0
Operating Profit,quarters,UPL,2023,3,2722.0
Operating Profit,quarters,UPL,2023,6,1216.0
Operating Profit,quarters,UPL,2023,9,1121.0
Operating Profit,quarters,UPL,2023,12,67.0
Operating Profit,quarters,UPL,2024,3,1848.0
Operating Profit,quarters,UPL,2024,6,1069.0
OPM %,quarters,UPL,2021,6,0.21
OPM %,quarters,UPL,2021,9,0.18
OPM %,quarters,UPL,2021,12,0.22
OPM %,quarters,UPL,2022,3,0.21
OPM %,quarters,UPL,2022,6,0.2
OPM %,quarters,UPL,2022,9,0.19
OPM %,quarters,UPL,2022,12,0.21
OPM %,quarters,UPL,2023,3,0.16
OPM %,quarters,UPL,2023,6,0.14
OPM %,quarters,UPL,2023,9,0.11
OPM %,quarters,UPL,2023,12,0.01
OPM %,quarters,UPL,2024,3,0.13
OPM %,quarters,UPL,2024,6,0.12
Other Income_quarters,quarters,UPL,2021,6,-15.0
Other Income_quarters,quarters,UPL,2021,9,17.0
Other Income_quarters,quarters,UPL,2021,12,31.0
Other Income_quarters,quarters,UPL,2022,3,62.0
Other Income_quarters,quarters,UPL,2022,6,25.0
Other Income_quarters,quarters,UPL,2022,9,35.0
Other Income_quarters,quarters,UPL,2022,12,129.0
Other Income_quarters,quarters,UPL,2023,3,302.0
Other Income_quarters,quarters,UPL,2023,6,58.0
Other Income_quarters,quarters,UPL,2023,9,18.0
Other Income_quarters,quarters,UPL,2023,12,134.0
Other Income_quarters,quarters,UPL,2024,3,66.0
Other Income_quarters,quarters,UPL,2024,6,49.0
Interest,quarters,UPL,2021,6,607.0
Interest,quarters,UPL,2021,9,359.0
Interest,quarters,UPL,2021,12,529.0
Interest,quarters,UPL,2022,3,800.0
Interest,quarters,UPL,2022,6,519.0
Interest,quarters,UPL,2022,9,644.0
Interest,quarters,UPL,2022,12,894.0
Interest,quarters,UPL,2023,3,906.0
Interest,quarters,UPL,2023,6,700.0
Interest,quarters,UPL,2023,9,871.0
Interest,quarters,UPL,2023,12,1191.0
Interest,quarters,UPL,2024,3,1090.0
Interest,quarters,UPL,2024,6,913.0
Depreciation,quarters,UPL,2021,6,551.0
Depreciation,quarters,UPL,2021,9,566.0
Depreciation,quarters,UPL,2021,12,600.0
Depreciation,quarters,UPL,2022,3,642.0
Depreciation,quarters,UPL,2022,6,588.0
Depreciation,quarters,UPL,2022,9,608.0
Depreciation,quarters,UPL,2022,12,624.0
Depreciation,quarters,UPL,2023,3,727.0
Depreciation,quarters,UPL,2023,6,636.0
Depreciation,quarters,UPL,2023,9,657.0
Depreciation,quarters,UPL,2023,12,676.0
Depreciation,quarters,UPL,2024,3,794.0
Depreciation,quarters,UPL,2024,6,660.0
Profit before tax,quarters,UPL,2021,6,597.0
Profit before tax,quarters,UPL,2021,9,1023.0
Profit before tax,quarters,UPL,2021,12,1346.0
Profit before tax,quarters,UPL,2022,3,2000.0
Profit before tax,quarters,UPL,2022,6,1064.0
Profit before tax,quarters,UPL,2022,9,1200.0
Profit before tax,quarters,UPL,2022,12,1495.0
Profit before tax,quarters,UPL,2023,3,1391.0
Profit before tax,quarters,UPL,2023,6,-62.0
Profit before tax,quarters,UPL,2023,9,-389.0
Profit before tax,quarters,UPL,2023,12,-1666.0
Profit before tax,quarters,UPL,2024,3,30.0
Profit before tax,quarters,UPL,2024,6,-455.0
Tax %,quarters,UPL,2021,6,-0.25
Tax %,quarters,UPL,2021,9,0.24
Tax %,quarters,UPL,2021,12,0.12
Tax %,quarters,UPL,2022,3,0.13
Tax %,quarters,UPL,2022,6,0.06
Tax %,quarters,UPL,2022,9,0.19
Tax %,quarters,UPL,2022,12,0.09
Tax %,quarters,UPL,2023,3,0.22
Tax %,quarters,UPL,2023,6,-2.65
Tax %,quarters,UPL,2023,9,-0.25
Tax %,quarters,UPL,2023,12,-0.04
Tax %,quarters,UPL,2024,3,3.67
Tax %,quarters,UPL,2024,6,0.16
Net Profit_quarters,quarters,UPL,2021,6,749.0
Net Profit_quarters,quarters,UPL,2021,9,774.0
Net Profit_quarters,quarters,UPL,2021,12,1179.0
Net Profit_quarters,quarters,UPL,2022,3,1735.0
Net Profit_quarters,quarters,UPL,2022,6,1005.0
Net Profit_quarters,quarters,UPL,2022,9,969.0
Net Profit_quarters,quarters,UPL,2022,12,1360.0
Net Profit_quarters,quarters,UPL,2023,3,1080.0
Net Profit_quarters,quarters,UPL,2023,6,102.0
Net Profit_quarters,quarters,UPL,2023,9,-293.0
Net Profit_quarters,quarters,UPL,2023,12,-1607.0
Net Profit_quarters,quarters,UPL,2024,3,-80.0
Net Profit_quarters,quarters,UPL,2024,6,-527.0
EPS in Rs,quarters,UPL,2021,6,8.86
EPS in Rs,quarters,UPL,2021,9,8.3
EPS in Rs,quarters,UPL,2021,12,12.25
EPS in Rs,quarters,UPL,2022,3,18.05
EPS in Rs,quarters,UPL,2022,6,11.68
EPS in Rs,quarters,UPL,2022,9,10.84
EPS in Rs,quarters,UPL,2022,12,14.48
EPS in Rs,quarters,UPL,2023,3,10.55
EPS in Rs,quarters,UPL,2023,6,2.21
EPS in Rs,quarters,UPL,2023,9,-2.52
EPS in Rs,quarters,UPL,2023,12,-16.21
EPS in Rs,quarters,UPL,2024,3,0.53
EPS in Rs,quarters,UPL,2024,6,-5.12
promoters_quarterly,shareholding,UPL,2021,12,0.2841
promoters_quarterly,shareholding,UPL,2022,3,0.2862
promoters_quarterly,shareholding,UPL,2022,6,0.2913
promoters_quarterly,shareholding,UPL,2022,9,0.2913
promoters_quarterly,shareholding,UPL,2022,12,0.3091
promoters_quarterly,shareholding,UPL,2023,3,0.3251
promoters_quarterly,shareholding,UPL,2023,6,0.3251
promoters_quarterly,shareholding,UPL,2023,9,0.3251
promoters_quarterly,shareholding,UPL,2023,12,0.3251
promoters_quarterly,shareholding,UPL,2024,3,0.3251
promoters_quarterly,shareholding,UPL,2024,6,0.3251
promoters_quarterly,shareholding,UPL,2024,9,0.3251
foreign_institutions_quarterly,shareholding,UPL,2021,12,0.34259999999999996
foreign_institutions_quarterly,shareholding,UPL,2022,3,0.3529
foreign_institutions_quarterly,shareholding,UPL,2022,6,0.3644
foreign_institutions_quarterly,shareholding,UPL,2022,9,0.3557
foreign_institutions_quarterly,shareholding,UPL,2022,12,0.3718
foreign_institutions_quarterly,shareholding,UPL,2023,3,0.38689999999999997
foreign_institutions_quarterly,shareholding,UPL,2023,6,0.3796
foreign_institutions_quarterly,shareholding,UPL,2023,9,0.3357
foreign_institutions_quarterly,shareholding,UPL,2023,12,0.3439
foreign_institutions_quarterly,shareholding,UPL,2024,3,0.33640000000000003
foreign_institutions_quarterly,shareholding,UPL,2024,6,0.34509999999999996
foreign_institutions_quarterly,shareholding,UPL,2024,9,0.3422
domestic_institutions_quarterly,shareholding,UPL,2021,12,0.1866
domestic_institutions_quarterly,shareholding,UPL,2022,3,0.17809999999999998
domestic_institutions_quarterly,shareholding,UPL,2022,6,0.16469999999999999
domestic_institutions_quarterly,shareholding,UPL,2022,9,0.17190000000000003
domestic_institutions_quarterly,shareholding,UPL,2022,12,0.16190000000000002
domestic_institutions_quarterly,shareholding,UPL,2023,3,0.1439
domestic_institutions_quarterly,shareholding,UPL,2023,6,0.1524
domestic_institutions_quarterly,shareholding,UPL,2023,9,0.1727
domestic_institutions_quarterly,shareholding,UPL,2023,12,0.16820000000000002
domestic_institutions_quarterly,shareholding,UPL,2024,3,0.1533
domestic_institutions_quarterly,shareholding,UPL,2024,6,0.1573
domestic_institutions_quarterly,shareholding,UPL,2024,9,0.1764
public_quarterly,shareholding,UPL,2021,12,0.1867
public_quarterly,shareholding,UPL,2022,3,0.18289999999999998
public_quarterly,shareholding,UPL,2022,6,0.1797
public_quarterly,shareholding,UPL,2022,9,0.18109999999999998
public_quarterly,shareholding,UPL,2022,12,0.157
public_quarterly,shareholding,UPL,2023,3,0.1437
public_quarterly,shareholding,UPL,2023,6,0.1427
public_quarterly,shareholding,UPL,2023,9,0.1664
public_quarterly,shareholding,UPL,2023,12,0.16269999999999998
public_quarterly,shareholding,UPL,2024,3,0.18510000000000001
public_quarterly,shareholding,UPL,2024,6,0.1723
public_quarterly,shareholding,UPL,2024,9,0.1559
No. of Shareholders,shareholding,UPL,2021,12,245135.0
No. of Shareholders,shareholding,UPL,2022,3,240012.0
No. of Shareholders,shareholding,UPL,2022,6,245370.0
No. of Shareholders,shareholding,UPL,2022,9,269168.0
No. of Shareholders,shareholding,UPL,2022,12,253054.0
No. of Shareholders,shareholding,UPL,2023,3,253548.0
No. of Shareholders,shareholding,UPL,2023,6,280819.0
No. of Shareholders,shareholding,UPL,2023,9,383299.0
No. of Shareholders,shareholding,UPL,2023,12,408028.0
No. of Shareholders,shareholding,UPL,2024,3,483514.0
No. of Shareholders,shareholding,UPL,2024,6,438889.0
No. of Shareholders,shareholding,UPL,2024,9,376289.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2013,3,20514.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2014,3,20730.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2015,3,23306.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2016,3,25153.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2017,3,25375.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2018,3,30979.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2019,3,41462.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2020,3,42430.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2021,3,44726.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2022,3,52599.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2023,3,63240.0
Sales_profit-loss,profit-loss,ULTRACEMCO,2024,3,70908.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2013,3,15674.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2014,3,16695.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2015,3,18881.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2016,3,20252.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2017,3,20162.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2018,3,24834.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2019,3,34115.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2020,3,33184.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2021,3,33158.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2022,3,41084.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2023,3,52620.0
Expenses_profit-loss,profit-loss,ULTRACEMCO,2024,3,57940.0
Operating Profit,profit-loss,ULTRACEMCO,2013,3,4839.0
Operating Profit,profit-loss,ULTRACEMCO,2014,3,4035.0
Operating Profit,profit-loss,ULTRACEMCO,2015,3,4425.0
Operating Profit,profit-loss,ULTRACEMCO,2016,3,4901.0
Operating Profit,profit-loss,ULTRACEMCO,2017,3,5212.0
Operating Profit,profit-loss,ULTRACEMCO,2018,3,6145.0
Operating Profit,profit-loss,ULTRACEMCO,2019,3,7347.0
Operating Profit,profit-loss,ULTRACEMCO,2020,3,9246.0
Operating Profit,profit-loss,ULTRACEMCO,2021,3,11568.0
Operating Profit,profit-loss,ULTRACEMCO,2022,3,11514.0
Operating Profit,profit-loss,ULTRACEMCO,2023,3,10620.0
Operating Profit,profit-loss,ULTRACEMCO,2024,3,12969.0
OPM %,profit-loss,ULTRACEMCO,2013,3,0.24
OPM %,profit-loss,ULTRACEMCO,2014,3,0.19
OPM %,profit-loss,ULTRACEMCO,2015,3,0.19
OPM %,profit-loss,ULTRACEMCO,2016,3,0.19
OPM %,profit-loss,ULTRACEMCO,2017,3,0.21
OPM %,profit-loss,ULTRACEMCO,2018,3,0.2
OPM %,profit-loss,ULTRACEMCO,2019,3,0.18
OPM %,profit-loss,ULTRACEMCO,2020,3,0.22
OPM %,profit-loss,ULTRACEMCO,2021,3,0.26
OPM %,profit-loss,ULTRACEMCO,2022,3,0.22
OPM %,profit-loss,ULTRACEMCO,2023,3,0.17
OPM %,profit-loss,ULTRACEMCO,2024,3,0.18
Other Income_profit-loss,profit-loss,ULTRACEMCO,2013,3,304.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2014,3,322.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2015,3,350.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2016,3,464.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2017,3,648.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2018,3,242.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2019,3,350.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2020,3,651.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2021,3,619.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2022,3,669.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2023,3,507.0
Other Income_profit-loss,profit-loss,ULTRACEMCO,2024,3,567.0
Interest,profit-loss,ULTRACEMCO,2013,3,252.0
Interest,profit-loss,ULTRACEMCO,2014,3,361.0
Interest,profit-loss,ULTRACEMCO,2015,3,587.0
Interest,profit-loss,ULTRACEMCO,2016,3,566.0
Interest,profit-loss,ULTRACEMCO,2017,3,640.0
Interest,profit-loss,ULTRACEMCO,2018,3,1238.0
Interest,profit-loss,ULTRACEMCO,2019,3,1778.0
Interest,profit-loss,ULTRACEMCO,2020,3,1992.0
Interest,profit-loss,ULTRACEMCO,2021,3,1486.0
Interest,profit-loss,ULTRACEMCO,2022,3,945.0
Interest,profit-loss,ULTRACEMCO,2023,3,823.0
Interest,profit-loss,ULTRACEMCO,2024,3,968.0
Depreciation,profit-loss,ULTRACEMCO,2013,3,1023.0
Depreciation,profit-loss,ULTRACEMCO,2014,3,1139.0
Depreciation,profit-loss,ULTRACEMCO,2015,3,1203.0
Depreciation,profit-loss,ULTRACEMCO,2016,3,1377.0
Depreciation,profit-loss,ULTRACEMCO,2017,3,1348.0
Depreciation,profit-loss,ULTRACEMCO,2018,3,1848.0
Depreciation,profit-loss,ULTRACEMCO,2019,3,2451.0
Depreciation,profit-loss,ULTRACEMCO,2020,3,2723.0
Depreciation,profit-loss,ULTRACEMCO,2021,3,2700.0
Depreciation,profit-loss,ULTRACEMCO,2022,3,2715.0
Depreciation,profit-loss,ULTRACEMCO,2023,3,2888.0
Depreciation,profit-loss,ULTRACEMCO,2024,3,3145.0
Profit before tax,profit-loss,ULTRACEMCO,2013,3,3867.0
Profit before tax,profit-loss,ULTRACEMCO,2014,3,2858.0
Profit before tax,profit-loss,ULTRACEMCO,2015,3,2986.0
Profit before tax,profit-loss,ULTRACEMCO,2016,3,3421.0
Profit before tax,profit-loss,ULTRACEMCO,2017,3,3872.0
Profit before tax,profit-loss,ULTRACEMCO,2018,3,3301.0
Profit before tax,profit-loss,ULTRACEMCO,2019,3,3468.0
Profit before tax,profit-loss,ULTRACEMCO,2020,3,5183.0
Profit before tax,profit-loss,ULTRACEMCO,2021,3,8001.0
Profit before tax,profit-loss,ULTRACEMCO,2022,3,8524.0
Profit before tax,profit-loss,ULTRACEMCO,2023,3,7416.0
Profit before tax,profit-loss,ULTRACEMCO,2024,3,9422.0
Tax %,profit-loss,ULTRACEMCO,2013,3,0.3
Tax %,profit-loss,ULTRACEMCO,2014,3,0.23
Tax %,profit-loss,ULTRACEMCO,2015,3,0.3
Tax %,profit-loss,ULTRACEMCO,2016,3,0.28
Tax %,profit-loss,ULTRACEMCO,2017,3,0.3
Tax %,profit-loss,ULTRACEMCO,2018,3,0.33
Tax %,profit-loss,ULTRACEMCO,2019,3,0.31
Tax %,profit-loss,ULTRACEMCO,2020,3,-0.11
Tax %,profit-loss,ULTRACEMCO,2021,3,0.32
Tax %,profit-loss,ULTRACEMCO,2022,3,0.14
Tax %,profit-loss,ULTRACEMCO,2023,3,0.32
Tax %,profit-loss,ULTRACEMCO,2024,3,0.26
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2013,3,2688.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2014,3,2213.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2015,3,2102.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2016,3,2480.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2017,3,2714.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2018,3,2224.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2019,3,2400.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2020,3,5751.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2021,3,5462.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2022,3,7334.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2023,3,5073.0
Net Profit_profit-loss,profit-loss,ULTRACEMCO,2024,3,7004.0
EPS in Rs,profit-loss,ULTRACEMCO,2013,3,97.66
EPS in Rs,profit-loss,ULTRACEMCO,2014,3,80.44
EPS in Rs,profit-loss,ULTRACEMCO,2015,3,76.47
EPS in Rs,profit-loss,ULTRACEMCO,2016,3,90.3
EPS in Rs,profit-loss,ULTRACEMCO,2017,3,98.9
EPS in Rs,profit-loss,ULTRACEMCO,2018,3,80.92
EPS in Rs,profit-loss,ULTRACEMCO,2019,3,87.51
EPS in Rs,profit-loss,ULTRACEMCO,2020,3,199.4
EPS in Rs,profit-loss,ULTRACEMCO,2021,3,189.26
EPS in Rs,profit-loss,ULTRACEMCO,2022,3,254.42
EPS in Rs,profit-loss,ULTRACEMCO,2023,3,175.41
EPS in Rs,profit-loss,ULTRACEMCO,2024,3,242.65
Dividend Payout %,profit-loss,ULTRACEMCO,2013,3,0.09
Dividend Payout %,profit-loss,ULTRACEMCO,2014,3,0.11
Dividend Payout %,profit-loss,ULTRACEMCO,2015,3,0.12
Dividend Payout %,profit-loss,ULTRACEMCO,2016,3,0.11
Dividend Payout %,profit-loss,ULTRACEMCO,2017,3,0.1
Dividend Payout %,profit-loss,ULTRACEMCO,2018,3,0.13
Dividend Payout %,profit-loss,ULTRACEMCO,2019,3,0.13
Dividend Payout %,profit-loss,ULTRACEMCO,2020,3,0.07
Dividend Payout %,profit-loss,ULTRACEMCO,2021,3,0.2
Dividend Payout %,profit-loss,ULTRACEMCO,2022,3,0.15
Dividend Payout %,profit-loss,ULTRACEMCO,2023,3,0.22
Dividend Payout %,profit-loss,ULTRACEMCO,2024,3,0.29
Equity Capital,balance-sheet,ULTRACEMCO,2013,3,274.0
Equity Capital,balance-sheet,ULTRACEMCO,2014,3,274.0
Equity Capital,balance-sheet,ULTRACEMCO,2015,3,274.0
Equity Capital,balance-sheet,ULTRACEMCO,2016,3,274.0
Equity Capital,balance-sheet,ULTRACEMCO,2017,3,275.0
Equity Capital,balance-sheet,ULTRACEMCO,2018,3,275.0
Equity Capital,balance-sheet,ULTRACEMCO,2019,3,275.0
Equity Capital,balance-sheet,ULTRACEMCO,2020,3,289.0
Equity Capital,balance-sheet,ULTRACEMCO,2021,3,289.0
Equity Capital,balance-sheet,ULTRACEMCO,2022,3,289.0
Equity Capital,balance-sheet,ULTRACEMCO,2023,3,289.0
Equity Capital,balance-sheet,ULTRACEMCO,2024,3,289.0
Equity Capital,balance-sheet,ULTRACEMCO,2024,9,289.0
Reserves,balance-sheet,ULTRACEMCO,2013,3,14955.0
Reserves,balance-sheet,ULTRACEMCO,2014,3,16908.0
Reserves,balance-sheet,ULTRACEMCO,2015,3,18767.0
Reserves,balance-sheet,ULTRACEMCO,2016,3,21671.0
Reserves,balance-sheet,ULTRACEMCO,2017,3,24117.0
Reserves,balance-sheet,ULTRACEMCO,2018,3,26107.0
Reserves,balance-sheet,ULTRACEMCO,2019,3,33476.0
Reserves,balance-sheet,ULTRACEMCO,2020,3,38755.0
Reserves,balance-sheet,ULTRACEMCO,2021,3,43886.0
Reserves,balance-sheet,ULTRACEMCO,2022,3,50147.0
Reserves,balance-sheet,ULTRACEMCO,2023,3,54036.0
Reserves,balance-sheet,ULTRACEMCO,2024,3,59939.0
Reserves,balance-sheet,ULTRACEMCO,2024,9,61076.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2013,3,7342.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2014,3,7332.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2015,3,9829.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2016,3,10616.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2017,3,8474.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2018,3,19480.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2019,3,25337.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2020,3,23019.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2021,3,21719.0
Borrowings_balance-sheet,balance-sheet,ULTRACEMCO,2022,3,11299.0
